alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
-2,0,1000,0.04,100.6594982,13.45735886,-2,0.21847,0.0195,0,0,-0.73568,0,2953.20448,0,263.594486,0,-47023.71207,0
0,0,1000,0.04,100.6594982,13.45735886,0,0.44988,0.02502,0,0,-1.77224,0,6081.327558,0,338.2120021,0,-113279.2838,0
2,0,1000,0.04,100.6594982,13.45735886,2,0.68027,0.03247,0,0,-2.80464,0,9195.662616,0,438.9186134,0,-179268.9536,0
4,0,1000,0.04,100.6594982,13.45735886,4,0.90917,0.04178,0,0,-3.82786,0,12289.85635,0,564.7680834,0,-244671.8498,0
6,0,1000,0.04,100.6594982,13.45735886,6,1.13611,0.05286,0,0,-4.83691,0,15357.55546,0,714.5438222,0,-309169.018,0
8,0,1000,0.04,100.6594982,13.45735886,8,1.36062,0.06559,0,0,-5.82686,0,18392.40665,0,886.6237097,0,-372445.3389,0
10,0,1000,0.04,100.6594982,13.45735886,10,1.58226,0.07985,0,0,-6.79291,0,21388.46213,0,1079.385626,0,-434194.0027,0
-6,0,1500,0.04,94.70270184,13.37949037,-6,-0.2454,0.01439,0,0,1.32971,0,-3120.928914,0,183.0080158,0,79963.63041,0
-4,0,1500,0.04,94.70270184,13.37949037,-4,-0.01345,0.01595,0,0,0.29998,0,-171.0533573,0,202.8476617,0,18039.64011,0
-2,0,1500,0.04,94.70270184,13.37949037,-2,0.21847,0.01949,0,0,-0.73568,0,2778.440668,0,247.8683966,0,-44240.95752,0
0,0,1500,0.04,94.70270184,13.37949037,0,0.44988,0.02501,0,0,-1.77224,0,5721.448654,0,318.0702206,0,-106575.6777,0
2,0,1500,0.04,94.70270184,13.37949037,2,0.68027,0.03246,0,0,-2.80464,0,8651.484565,0,412.8172475,0,-168660.2315,0
4,0,1500,0.04,94.70270184,13.37949037,4,0.90917,0.04177,0,0,-3.82786,0,11562.57107,0,531.2192369,0,-230192.7355,0
6,0,1500,0.04,94.70270184,13.37949037,6,1.13611,0.05285,0,0,-4.83691,0,14448.73084,0,672.1315937,0,-290873.1104,0
8,0,1500,0.04,94.70270184,13.37949037,8,1.36062,0.06559,0,0,-5.82686,0,17303.98655,0,834.1553686,0,-350404.8849,0
10,0,1500,0.04,94.70270184,13.37949037,10,1.58226,0.07985,0,0,-6.79291,0,20122.74239,0,1015.510081,0,-408499.4056,0
-6,0,2000,0.04,89.03461536,13.30116603,-6,-0.2454,0.01439,0,0,1.32971,0,-2934.137041,0,172.0547352,0,75177.69755,0
-4,0,2000,0.04,89.03461536,13.30116603,-4,-0.01345,0.01594,0,0,0.29998,0,-160.8155795,0,190.5873857,0,16959.94293,0
-2,0,2000,0.04,89.03461536,13.30116603,-2,0.21847,0.01949,0,0,-0.73568,0,2612.147186,0,233.0331334,0,-41593.07558,0
0,0,2000,0.04,89.03461536,13.30116603,0,0.44988,0.02501,0,0,-1.77224,0,5379.012112,0,299.033282,0,-100196.9773,0
2,0,2000,0.04,89.03461536,13.30116603,2,0.68027,0.03246,0,0,-2.80464,0,8133.681358,0,388.1095695,0,-158565.6855,0
4,0,2000,0.04,89.03461536,13.30116603,4,0.90917,0.04177,0,0,-3.82786,0,10870.53535,0,499.4250376,0,-216415.3848,0
6,0,2000,0.04,89.03461536,13.30116603,6,1.13611,0.05285,0,0,-4.83691,0,13583.9545,0,631.9035967,0,-273463.9561,0
8,0,2000,0.04,89.03461536,13.30116603,8,1.36062,0.06558,0,0,-5.82686,0,16268.31924,0,784.1104612,0,-329432.6723,0
10,0,2000,0.04,89.03461536,13.30116603,10,1.58226,0.07984,0,0,-6.79291,0,18918.36868,0,954.6108451,0,-384050.1564,0
-6,0,2500,0.04,83.6444096,13.22237773,-6,-0.2454,0.01439,0,0,1.32971,0,-2756.502733,0,161.6384447,0,70626.3974,0
-4,0,2500,0.04,83.6444096,13.22237773,-4,-0.01345,0.01594,0,0,0.29998,0,-151.0797137,0,179.049118,0,15933.17843,0
-2,0,2500,0.04,83.6444096,13.22237773,-2,0.21847,0.01949,0,0,-0.73568,0,2454.006324,0,218.9251763,0,-39075.00736,0
0,0,2500,0.04,83.6444096,13.22237773,0,0.44988,0.02501,0,0,-1.77224,0,5053.363689,0,280.9296387,0,-94130.99588,0
2,0,2500,0.04,83.6444096,13.22237773,2,0.68027,0.03246,0,0,-2.80464,0,7641.263708,0,364.6131976,0,-148966.0296,0
4,0,2500,0.04,83.6444096,13.22237773,4,0.90917,0.04176,0,0,-3.82786,0,10212.42701,0,469.0772376,0,-203313.4755,0
6,0,2500,0.04,83.6444096,13.22237773,6,1.13611,0.05284,0,0,-4.83691,0,12761.57424,0,593.5354702,0,-256908.2942,0
8,0,2500,0.04,83.6444096,13.22237773,8,1.36062,0.06558,0,0,-5.82686,0,15283.42603,0,736.6399723,0,-309488.6328,0
10,0,2500,0.04,83.6444096,13.22237773,10,1.58226,0.07984,0,0,-6.79291,0,17773.03999,0,896.8181669,0,-360799.5436,0
-6,0,3000,0.04,78.52154017,13.14311713,-6,-0.2454,0.01438,0,0,1.32971,0,-2587.678496,0,151.6333202,0,66300.82665,0
-4,0,3000,0.04,78.52154017,13.14311713,-4,-0.01345,0.01594,0,0,0.29998,0,-141.8267146,0,168.0831101,0,14957.33805,0
-2,0,3000,0.04,78.52154017,13.14311713,-2,0.21847,0.01948,0,0,-0.73568,0,2303.708725,0,205.4114797,0,-36681.82697,0
0,0,3000,0.04,78.52154017,13.14311713,0,0.44988,0.025,0,0,-1.77224,0,4743.866348,0,263.6184287,0,-88365.867,0
2,0,3000,0.04,78.52154017,13.14311713,2,0.68027,0.03245,0,0,-2.80464,0,7173.26834,0,342.1767205,0,-139842.4848,0
4,0,3000,0.04,78.52154017,13.14311713,4,0.90917,0.04176,0,0,-3.82786,0,9586.958673,0,440.3482233,0,-190861.3775,0
6,0,3000,0.04,78.52154017,13.14311713,6,1.13611,0.05284,0,0,-4.83691,0,11979.98132,0,557.1839109,0,-241173.7382,0
8,0,3000,0.04,78.52154017,13.14311713,8,1.36062,0.06558,0,0,-5.82686,0,14347.38026,0,691.5238622,0,-290533.7515,0
10,0,3000,0.04,78.52154017,13.14311713,10,1.58226,0.07984,0,0,-6.79291,0,16684.5158,0,841.8918139,0,-338702.0842,0
-6,0,3500,0.04,73.65574319,13.06337564,-6,-0.2454,0.01438,0,0,1.32971,0,-2427.326086,0,142.2369565,0,62192.31882,0
-4,0,3500,0.04,73.65574319,13.06337564,-4,-0.01345,0.01593,0,0,0.29998,0,-133.0380434,0,157.5684782,0,14030.46664,0
-2,0,3500,0.04,73.65574319,13.06337564,-2,0.21847,0.01948,0,0,-0.73568,0,2160.95326,0,192.6826086,0,-34408.73958,0
0,0,3500,0.04,73.65574319,13.06337564,0,0.44988,0.025,0,0,-1.77224,0,4449.899998,0,247.2826086,0,-82890.04001,0
2,0,3500,0.04,73.65574319,13.06337564,2,0.68027,0.03245,0,0,-2.80464,0,6728.757606,0,320.9728259,0,-131176.7717,0
4,0,3500,0.04,73.65574319,13.06337564,4,0.90917,0.04176,0,0,-3.82786,0,8992.87717,0,413.0608694,0,-179034.1424,0
6,0,3500,0.04,73.65574319,13.06337564,6,1.13611,0.05284,0,0,-4.83691,0,11237.60978,0,522.6565215,0,-226228.7633,0
8,0,3500,0.04,73.65574319,13.06337564,8,1.36062,0.06557,0,0,-5.82686,0,13458.30652,0,648.5728258,0,-272530.0515,0
10,0,3500,0.04,73.65574319,13.06337564,10,1.58226,0.07983,0,0,-6.79291,0,15650.61521,0,789.6228257,0,-317713.5048,0
-6,0,4000,0.04,69.03703106,12.98314438,-6,-0.2454,0.01438,0,0,1.32971,0,-2275.116361,0,133.3177395,0,58292.44075,0
-4,0,4000,0.04,69.03703106,12.98314438,-4,-0.01345,0.01593,0,0,0.29998,0,-124.6956604,0,147.6878713,0,13150.66171,0
-2,0,4000,0.04,69.03703106,12.98314438,-2,0.21847,0.01948,0,0,-0.73568,0,2025.446908,0,180.6001088,0,-32251.07942,0
0,0,4000,0.04,69.03703106,12.98314438,0,0.44988,0.025,0,0,-1.77224,0,4170.86124,0,231.7763204,0,-77692.27516,0
2,0,4000,0.04,69.03703106,12.98314438,2,0.68027,0.03245,0,0,-2.80464,0,6306.819098,0,300.8456638,0,-122951.1029,0
4,0,4000,0.04,69.03703106,12.98314438,4,0.90917,0.04175,0,0,-3.82786,0,8428.963088,0,387.066455,0,-167807.4936,0
6,0,4000,0.04,69.03703106,12.98314438,6,1.13611,0.05283,0,0,-4.83691,0,10532.93581,0,489.7897202,0,-212042.6932,0
8,0,4000,0.04,69.03703106,12.98314438,8,1.36062,0.06557,0,0,-5.82686,0,12614.37988,0,607.9029331,0,-255440.5783,0
10,0,4000,0.04,69.03703106,12.98314438,10,1.58226,0.07983,0,0,-6.79291,0,14669.21603,0,740.1081462,0,-297790.7241,0
-6,0,4500,0.04,64.65568833,12.90241424,-6,-0.2454,0.01437,0,0,1.32971,0,-2130.729148,0,124.7700809,0,54592.98906,0
-4,0,4500,0.04,64.65568833,12.90241424,-4,-0.01345,0.01593,0,0,0.29998,0,-116.7820173,0,138.3150584,0,12316.07257,0
-2,0,4500,0.04,64.65568833,12.90241424,-2,0.21847,0.01947,0,0,-0.73568,0,1896.904633,0,169.051738,0,-30204.30785,0
0,0,4500,0.04,64.65568833,12.90241424,0,0.44988,0.02499,0,0,-1.77224,0,3906.163117,0,216.9801198,0,-72761.63896,0
2,0,4500,0.04,64.65568833,12.90241424,2,0.68027,0.03244,0,0,-2.80464,0,5906.56527,0,281.6660699,0,-115148.1758,0
4,0,4500,0.04,64.65568833,12.90241424,4,0.90917,0.04175,0,0,-3.82786,0,7894.030233,0,362.5018008,0,-157157.8157,0
6,0,4500,0.04,64.65568833,12.90241424,6,1.13611,0.05283,0,0,-4.83691,0,9864.477147,0,458.7058715,0,-198585.6877,0
8,0,4500,0.04,64.65568833,12.90241424,8,1.36062,0.06557,0,0,-5.82686,0,11813.82515,0,569.3231875,0,-239229.384,0
10,0,4500,0.04,64.65568833,12.90241424,10,1.58226,0.07983,0,0,-6.79291,0,13738.25388,0,693.1381738,0,-278891.8346,0
-6,0,5000,0.04,60.50226749,12.82117578,-6,-0.2454,0.01437,0,0,1.32971,0,-1993.853103,0,116.7549678,0,51085.98659,0
-4,0,5000,0.04,60.50226749,12.82117578,-4,-0.01345,0.01592,0,0,0.29998,0,-109.2800499,0,129.3485795,0,11524.89961,0
-2,0,5000,0.04,60.50226749,12.82117578,-2,0.21847,0.01947,0,0,-0.73568,0,1775.049256,0,158.1920127,0,-28264.01141,0
0,0,5000,0.04,60.50226749,12.82117578,0,0.44988,0.02499,0,0,-1.77224,0,3655.234858,0,203.0415202,0,-68087.49944,0
2,0,5000,0.04,60.50226749,12.82117578,2,0.68027,0.03244,0,0,-2.80464,0,5527.133051,0,263.5721054,0,-107751.1649,0
4,0,5000,0.04,60.50226749,12.82117578,4,0.90917,0.04175,0,0,-3.82786,0,7386.925126,0,339.2150247,0,-147062.1449,0
6,0,5000,0.04,60.50226749,12.82117578,6,1.13611,0.05283,0,0,-4.83691,0,9230.792377,0,429.2390361,0,-185828.7291,0
8,0,5000,0.04,60.50226749,12.82117578,8,1.36062,0.06556,0,0,-5.82686,0,11054.91609,0,532.6691502,0,-223861.5125,0
10,0,5000,0.04,60.50226749,12.82117578,10,1.58226,0.07982,0,0,-6.79291,0,12855.72132,0,648.5303778,0,-260976.0844,0
-6,0,5500,0.04,56.56758479,12.73941927,-6,-0.2454,0.01437,0,0,1.32971,0,-1864.185578,0,109.1619672,0,47763.67891,0
-4,0,5500,0.04,56.56758479,12.73941927,-4,-0.01345,0.01592,0,0,0.29998,0,-102.1731704,0,120.9365705,0,10775.39343,0
-2,0,5500,0.04,56.56758479,12.73941927,-2,0.21847,0.01947,0,0,-0.73568,0,1659.611341,0,147.9042103,0,-26425.89986,0
0,0,5500,0.04,56.56758479,12.73941927,0,0.44988,0.02499,0,0,-1.77224,0,3417.521629,0,189.836991,0,-63659.52149,0
2,0,5500,0.04,56.56758479,12.73941927,2,0.68027,0.03244,0,0,-2.80464,0,5167.683468,0,246.4310519,0,-100743.7144,0
4,0,5500,0.04,56.56758479,12.73941927,4,0.90917,0.04175,0,0,-3.82786,0,6906.526495,0,317.1546368,0,-137498.1582,0
6,0,5500,0.04,56.56758479,12.73941927,6,1.13611,0.05283,0,0,-4.83691,0,8630.480346,0,401.324059,0,-173743.6104,0
8,0,5500,0.04,56.56758479,12.73941927,8,1.36062,0.06556,0,0,-5.82686,0,10335.97466,0,498.0277363,0,-209302.9834,0
10,0,5500,0.04,56.56758479,12.73941927,10,1.58226,0.07982,0,0,-6.79291,0,12019.66696,0,606.3540865,0,-244003.8596,0
-6,0,6000,0.04,52.8427161,12.65713469,-6,-0.2454,0.01436,0,0,1.32971,0,-1741.432476,0,101.9028947,0,44618.53081,0
-4,0,6000,0.04,52.8427161,12.65713469,-4,-0.01345,0.01592,0,0,0.29998,0,-95.44526001,0,112.9731256,0,10065.85411,0
-2,0,6000,0.04,52.8427161,12.65713469,-2,0.21847,0.01947,0,0,-0.73568,0,1550.329067,0,138.1649972,0,-24685.80423,0
0,0,6000,0.04,52.8427161,12.65713469,0,0.44988,0.02499,0,0,-1.77224,0,3192.48428,0,177.3365835,0,-59467.66216,0
2,0,6000,0.04,52.8427161,12.65713469,2,0.68027,0.03243,0,0,-2.80464,0,4827.401266,0,230.1330693,0,-94109.93093,0
4,0,6000,0.04,52.8427161,12.65713469,4,0.90917,0.04174,0,0,-3.82786,0,6451.744761,0,296.1996396,0,-128444.164,0
6,0,6000,0.04,52.8427161,12.65713469,6,1.13611,0.05282,0,0,-4.83691,0,8062.179505,0,374.8266642,0,-162302.9216,0
8,0,6000,0.04,52.8427161,12.65713469,8,1.36062,0.06556,0,0,-5.82686,0,9655.370236,0,465.2335499,0,-195520.7771,0
10,0,6000,0.04,52.8427161,12.65713469,10,1.58226,0.07982,0,0,-6.79291,0,11228.19458,0,566.4268144,0,-227936.666,0
-6,0,6500,0.04,49.31899281,12.57431166,-6,-0.2454,0.01436,0,0,1.32971,0,-1625.308124,0,95.10767994,0,41643.2228,0
-4,0,6500,0.04,49.31899281,12.57431166,-4,-0.01345,0.01592,0,0,0.29998,0,-89.08066123,0,105.439712,0,9394.63039,0
-2,0,6500,0.04,49.31899281,12.57431166,-2,0.21847,0.01946,0,0,-0.73568,0,1446.948108,0,128.8854771,0,-23039.67493,0
0,0,6500,0.04,49.31899281,12.57431166,0,0.44988,0.02498,0,0,-1.77224,0,2979.599098,0,165.4449753,0,-55502.16602,0
2,0,6500,0.04,49.31899281,12.57431166,2,0.68027,0.03243,0,0,-2.80464,0,4505.494529,0,214.7870516,0,-87834.37622,0
4,0,6500,0.04,49.31899281,12.57431166,4,0.90917,0.04174,0,0,-3.82786,0,6021.521544,0,276.4480892,0,-119879.0916,0
6,0,6500,0.04,49.31899281,12.57431166,6,1.13611,0.05282,0,0,-4.83691,0,7524.567288,0,349.8320094,0,-151480.0376,0
8,0,6500,0.04,49.31899281,12.57431166,8,1.36062,0.06556,0,0,-5.82686,0,9011.518906,0,434.2102714,0,-182482.819,0
10,0,6500,0.04,49.31899281,12.57431166,10,1.58226,0.07982,0,0,-6.79291,0,10479.46223,0,528.6556416,0,-212737.1116,0
-6,0,7000,0.04,45.98799762,12.49093947,-6,-0.2454,0.01436,0,0,1.32971,0,-1515.535129,0,88.68412574,0,38830.64763,0
-4,0,7000,0.04,45.98799762,12.49093947,-4,-0.01345,0.01591,0,0,0.29998,0,-83.06417069,0,98.25657663,0,8760.118881,0
-2,0,7000,0.04,45.98799762,12.49093947,-2,0.21847,0.01946,0,0,-0.73568,0,1349.221515,0,120.1805771,0,-21483.57977,0
0,0,7000,0.04,45.98799762,12.49093947,0,0.44988,0.02498,0,0,-1.77224,0,2778.357555,0,154.2708538,0,-51753.56052,0
2,0,7000,0.04,45.98799762,12.49093947,2,0.68027,0.03243,0,0,-2.80464,0,4201.194305,0,200.2803759,0,-81902.05953,0
4,0,7000,0.04,45.98799762,12.49093947,4,0.90917,0.04174,0,0,-3.82786,0,5614.82915,0,257.776839,0,-111782.481,0
6,0,7000,0.04,45.98799762,12.49093947,6,1.13611,0.05282,0,0,-4.83691,0,7016.359477,0,326.2044235,0,-141249.1053,0
8,0,7000,0.04,45.98799762,12.49093947,8,1.36062,0.06555,0,0,-5.82686,0,8402.882671,0,404.8220363,0,-170157.9649,0
10,0,7000,0.04,45.98799762,12.49093947,10,1.58226,0.07981,0,0,-6.79291,0,9771.681392,0,492.8885846,0,-198368.8884,0
-6,0,7500,0.04,42.84156053,12.40700705,-6,-0.2454,0.01436,0,0,1.32971,0,-1411.844249,0,82.61647685,0,36173.90682,0
-4,0,7500,0.04,42.84156053,12.40700705,-4,-0.01345,0.01591,0,0,0.29998,0,-77.38103159,0,91.5339935,0,8160.763301,0
-2,0,7500,0.04,42.84156053,12.40700705,-2,0.21847,0.01946,0,0,-0.73568,0,1256.909589,0,111.9579832,0,-20013.70207,0
0,0,7500,0.04,42.84156053,12.40700705,0,0.44988,0.02498,0,0,-1.77224,0,2588.266059,0,143.715849,0,-48212.65135,0
2,0,7500,0.04,42.84156053,12.40700705,2,0.68027,0.03243,0,0,-2.80464,0,3913.754227,0,186.5774613,0,-76298.43051,0
4,0,7500,0.04,42.84156053,12.40700705,4,0.90917,0.04174,0,0,-3.82786,0,5230.670074,0,240.1400936,0,-104134.4737,0
6,0,7500,0.04,42.84156053,12.40700705,6,1.13611,0.05282,0,0,-4.83691,0,6536.309576,0,303.8859545,0,-131585.0311,0
8,0,7500,0.04,42.84156053,12.40700705,8,1.36062,0.06555,0,0,-5.82686,0,7827.968714,0,377.1246558,0,-158515.9852,0
10,0,7500,0.04,42.84156053,12.40700705,10,1.58226,0.07981,0,0,-6.79291,0,9103.116063,0,459.165809,0,-184796.7552,0
-6,0,8000,0.04,39.87175466,12.32250295,-6,-0.2454,0.01435,0,0,1.32971,0,-1313.974254,0,76.83590277,0,33666.30721,0
-4,0,8000,0.04,39.87175466,12.32250295,-4,-0.01345,0.01591,0,0,0.29998,0,-72.01692629,0,85.18879534,0,7595.053686,0
-2,0,8000,0.04,39.87175466,12.32250295,-2,0.21847,0.01946,0,0,-0.73568,0,1169.779769,0,104.1969803,0,-18626.33874,0
0,0,8000,0.04,39.87175466,12.32250295,0,0.44988,0.02498,0,0,-1.77224,0,2408.84571,0,133.7533694,0,-44870.51785,0
2,0,8000,0.04,39.87175466,12.32250295,2,0.68027,0.03242,0,0,-2.80464,0,3642.450145,0,173.5902417,0,-71009.37186,0
4,0,8000,0.04,39.87175466,12.32250295,4,0.90917,0.04173,0,0,-3.82786,0,4868.076497,0,223.4398762,0,-96915.80172,0
6,0,8000,0.04,39.87175466,12.32250295,6,1.13611,0.05281,0,0,-4.83691,0,6083.208188,0,282.766831,0,-122463.468,0
8,0,8000,0.04,39.87175466,12.32250295,8,1.36062,0.06555,0,0,-5.82686,0,7285.328643,0,350.9821203,0,-147527.5502,0
10,0,8000,0.04,39.87175466,12.32250295,10,1.58226,0.07981,0,0,-6.79291,0,8472.081918,0,427.3361255,0,-171986.5195,0
-6,0,8500,0.04,37.07089222,12.23741533,-6,-0.2454,0.01435,0,0,1.32971,0,-1221.671791,0,71.43842789,0,31301.35748,0
-4,0,8500,0.04,37.07089222,12.23741533,-4,-0.01345,0.01591,0,0,0.29998,0,-66.957969,0,79.20455664,0,7061.525608,0
-2,0,8500,0.04,37.07089222,12.23741533,-2,0.21847,0.01945,0,0,-0.73568,0,1087.606505,0,96.82769495,0,-17317.89839,0
0,0,8500,0.04,37.07089222,12.23741533,0,0.44988,0.02497,0,0,-1.77224,0,2239.632052,0,124.3078428,0,-41718.50838,0
2,0,8500,0.04,37.07089222,12.23741533,2,0.68027,0.03242,0,0,-2.80464,0,3386.579745,0,161.3960859,0,-66021.19202,0
4,0,8500,0.04,37.07089222,12.23741533,4,0.90917,0.04173,0,0,-3.82786,0,4526.10979,0,207.743944,0,-90107.77856,0
6,0,8500,0.04,37.07089222,12.23741533,6,1.13611,0.05281,0,0,-4.83691,0,5655.882391,0,262.9033712,0,-113860.8035,0
8,0,8500,0.04,37.07089222,12.23741533,8,1.36062,0.06555,0,0,-5.82686,0,6773.557753,0,326.326756,0,-137164.2146,0
10,0,8500,0.04,37.07089222,12.23741533,10,1.58226,0.07981,0,0,-6.79291,0,7876.945429,0,397.317138,0,-159905.0201,0
-6,0,9000,0.04,34.4315204,12.15173194,-6,-0.2454,0.01435,0,0,1.32971,0,-1134.691255,0,66.35215772,0,29072.76475,0
-4,0,9000,0.04,34.4315204,12.15173194,-4,-0.01345,0.01591,0,0,0.29998,0,-62.19069835,0,73.56535396,0,6558.759406,0
-2,0,9000,0.04,34.4315204,12.15173194,-2,0.21847,0.01945,0,0,-0.73568,0,1010.171143,0,89.93376082,0,-16084.89939,0
0,0,9000,0.04,34.4315204,12.15173194,0,0.44988,0.02497,0,0,-1.77224,0,2080.174823,0,115.4573783,0,-38748.23578,0
2,0,9000,0.04,34.4315204,12.15173194,2,0.68027,0.03242,0,0,-2.80464,0,3145.462184,0,149.9050142,0,-61320.61798,0
4,0,9000,0.04,34.4315204,12.15173194,4,0.90917,0.04173,0,0,-3.82786,0,4203.860016,0,192.9529994,0,-83692.28876,0
6,0,9000,0.04,34.4315204,12.15173194,6,1.13611,0.05281,0,0,-4.83691,0,5253.195116,0,244.1851881,0,-105754.1468,0
8,0,9000,0.04,34.4315204,12.15173194,8,1.36062,0.06555,0,0,-5.82686,0,6291.294275,0,303.0929574,0,-127398.4027,0
10,0,9000,0.04,34.4315204,12.15173194,10,1.58226,0.07981,0,0,-6.79291,0,7316.123002,0,369.0289692,0,-148520.1092,0
-6,0,9500,0.04,31.94641736,12.06544008,-6,-0.2454,0.01435,0,0,1.32971,0,-1052.794648,0,61.56317522,0,26974.43115,0
-4,0,9500,0.04,31.94641736,12.06544008,-4,-0.01345,0.0159,0,0,0.29998,0,-57.70207015,0,68.21285616,0,6085.379412,0
-2,0,9500,0.04,31.94641736,12.06544008,-2,0.21847,0.01945,0,0,-0.73568,0,937.2618042,0,83.44277059,0,-14923.96802,0
0,0,9500,0.04,31.94641736,12.06544008,0,0.44988,0.02497,0,0,-1.77224,0,1930.037719,0,107.124215,0,-35951.5728,0
2,0,9500,0.04,31.94641736,12.06544008,2,0.68027,0.03242,0,0,-2.80464,0,2918.437715,0,139.0855847,0,-56894.78803,0
4,0,9500,0.04,31.94641736,12.06544008,4,0.90917,0.04173,0,0,-3.82786,0,3900.445436,0,179.0265716,0,-77651.77824,0
6,0,9500,0.04,31.94641736,12.06544008,6,1.13611,0.05281,0,0,-4.83691,0,4874.044529,0,226.561065,0,-98121.31653,0
8,0,9500,0.04,31.94641736,12.06544008,8,1.36062,0.06554,0,0,-5.82686,0,5837.218639,0,281.1742511,0,-118203.3932,0
10,0,9500,0.04,31.94641736,12.06544008,10,1.58226,0.0798,0,0,-6.79291,0,6788.080113,0,342.3513158,0,-137800.6356,0
-6,0,10000,0.04,29.60858816,11.97852659,-6,-0.2454,0.01435,0,0,1.32971,0,-975.7514525,0,57.05800059,0,25000.4504,0
-4,0,10000,0.04,29.60858816,11.97852659,-4,-0.01345,0.0159,0,0,0.29998,0,-53.47945003,0,63.22105988,0,5640.053178,0
-2,0,10000,0.04,29.60858816,11.97852659,-2,0.21847,0.01945,0,0,-0.73568,0,868.6732675,0,77.33645376,0,-13831.83653,0
0,0,10000,0.04,29.60858816,11.97852659,0,0.44988,0.02497,0,0,-1.77224,0,1788.79814,0,99.28489719,0,-33320.64753,0
2,0,10000,0.04,29.60858816,11.97852659,2,0.68027,0.03242,0,0,-2.80464,0,2704.867321,0,128.9073435,0,-52731.24457,0
4,0,10000,0.04,29.60858816,11.97852659,4,0.90917,0.04173,0,0,-3.82786,0,3615.012013,0,165.9254609,0,-71969.24448,0
6,0,10000,0.04,29.60858816,11.97852659,6,1.13611,0.05281,0,0,-4.83691,0,4517.363418,0,209.9813945,0,-90940.82812,0
8,0,10000,0.04,29.60858816,11.97852659,8,1.36062,0.06554,0,0,-5.82686,0,5410.052736,0,260.5980041,0,-109553.3044,0
10,0,10000,0.04,29.60858816,11.97852659,10,1.58226,0.0798,0,0,-6.79291,0,6291.330454,0,317.2981496,0,-127716.4265,0
-6,0,10500,0.04,27.41126072,11.89097786,-6,-0.2454,0.01435,0,0,1.32971,0,-903.338495,0,52.82358355,0,23145.1044,0
-4,0,10500,0.04,27.41126072,11.89097786,-4,-0.01345,0.0159,0,0,0.29998,0,-49.51060619,0,58.52926679,0,5221.490715,0
-2,0,10500,0.04,27.41126072,11.89097786,-2,0.21847,0.01945,0,0,-0.73568,0,804.2068501,0,71.59712196,0,-12805.34132,0
0,0,10500,0.04,27.41126072,11.89097786,0,0.44988,0.02497,0,0,-1.77224,0,1656.046952,0,91.91671646,0,-30847.83887,0
2,0,10500,0.04,27.41126072,11.89097786,2,0.68027,0.03242,0,0,-2.80464,0,2504.132347,0,119.3408069,0,-48817.92693,0
4,0,10500,0.04,27.41126072,11.89097786,4,0.90917,0.04173,0,0,-3.82786,0,3346.732924,0,153.6117172,0,-66628.22671,0
6,0,10500,0.04,27.41126072,11.89097786,6,1.13611,0.0528,0,0,-4.83691,0,4182.118572,0,194.3613388,0,-84191.88165,0
8,0,10500,0.04,27.41126072,11.89097786,8,1.36062,0.06554,0,0,-5.82686,0,5008.559181,0,241.2583739,0,-101423.0795,0
10,0,10500,0.04,27.41126072,11.89097786,10,1.58226,0.0798,0,0,-6.79291,0,5824.435074,0,293.7506597,0,-118238.2709,0
-6,0,11000,0.04,25.34784022,11.80277974,-6,-0.2454,0.01434,0,0,1.32971,0,-835.3384423,0,48.81317548,0,21402.82471,0
-4,0,11000,0.04,25.34784022,11.80277974,-4,-0.01345,0.0159,0,0,0.29998,0,-45.78362693,0,54.12339541,0,4828.435791,0
-2,0,11000,0.04,25.34784022,11.80277974,-2,0.21847,0.01945,0,0,-0.73568,0,743.6690688,0,66.20754973,0,-11841.40157,0
0,0,11000,0.04,25.34784022,11.80277974,0,0.44988,0.02497,0,0,-1.77224,0,1531.385731,0,84.9975587,0,-28525.7252,0
2,0,11000,0.04,25.34784022,11.80277974,2,0.68027,0.03241,0,0,-2.80464,0,2315.630327,0,110.323223,0,-45143.09006,0
4,0,11000,0.04,25.34784022,11.80277974,4,0.90917,0.04172,0,0,-3.82786,0,3094.802981,0,142.0143432,0,-61612.69494,0
6,0,11000,0.04,25.34784022,11.80277974,6,1.13611,0.0528,0,0,-4.83691,0,3867.303821,0,179.7305206,0,-77854.22149,0
8,0,11000,0.04,25.34784022,11.80277974,8,1.36062,0.06554,0,0,-5.82686,0,4631.532972,0,223.0973167,0,-93788.31713,0
10,0,11000,0.04,25.34784022,11.80277974,10,1.58226,0.0798,0,0,-6.79291,0,5385.99268,0,271.6381732,0,-109337.7217,0
-6,0,11500,0.04,23.42606445,11.80277974,-6,-0.2454,0.01434,0,0,1.32971,0,-772.006294,0,45.11234823,0,19780.14484,0
-4,0,11500,0.04,23.42606445,11.80277974,-4,-0.01345,0.0159,0,0,0.29998,0,-42.3124884,0,50.0199677,0,4462.362358,0
-2,0,11500,0.04,23.42606445,11.80277974,-2,0.21847,0.01944,0,0,-0.73568,0,687.2869399,0,61.15648882,0,-10943.63204,0
0,0,11500,0.04,23.42606445,11.80277974,0,0.44988,0.02496,0,0,-1.77224,0,1415.281954,0,78.52191157,0,-26363.01442,0
2,0,11500,0.04,23.42606445,11.80277974,2,0.68027,0.03241,0,0,-2.80464,0,2140.06814,0,101.9589405,0,-41720.51458,0
